molecule,virus,reference,type,pubchem_smiles,obabel_smiles,pubchem_id,similarity_calculated,release
Everolimus,MERS,10.1038/nrd.2015.37,experimental,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,OCCOC1CCC(CC1OC)CC(C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(OC)C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)C1)C)C)O)OC)C)C)C)C,6442177,1,0.3
Rapamycin,MERS,10.1038/nrd.2015.37,experimental,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,COC1CC(CCC1O)CC(C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(OC)C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)C1)C)C)O)OC)C)C)C)C,5284616,1,0.3
Dasatinib,MERS,10.1038/nrd.2015.37,experimental,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,3062316,1,0.3
Imatinib,MERS,10.1038/nrd.2015.37,experimental,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,5291,1,0.3
Ribavirin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,1,0.3
Valganciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)C(C(C)C)N,135413535,1,0.3
β-Thymidine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,,1,0.3
Aspartame,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,COC(=O)C(NC(=O)C(CC(=O)O)N)Cc1ccccc1,134601,1,0.3
Oxprenolol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,C=CCOc1ccccc1OCC(CNC(C)C)O,4631,1,0.3
Doxycycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,CN(C1C(=O)C(=C(C2(C1C(O)C1C(C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C,54671203,1,0.3
Acetophenazine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)C,17676,1,0.3
Iopromide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I,COCC(=O)Nc1c(I)c(C(=O)NCC(CO)O)c(c(c1I)C(=O)N(CC(CO)O)C)I,3736,1,0.3
Riboflavin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,OCC(C(C(Cn1c2-c(nc3c1cc(C)c(c3)C)c(=O)[nH]c(=O)n2)O)O)O,493570,1,0.3
Reproterol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNCC(C3=CC(=CC(=C3)O)O)O,Oc1cc(O)cc(c1)C(CNCCCn1cnc2c1c(=O)n(C)c(=O)n2C)O,25654,1,0.3
"2,2′-Cyclocytidine",SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC2C(C1O)Oc1n2ccc(=N)n1,OCC1OC2C(C1O)Oc1n2ccc(=N)n1,,1,0.3
Chloramphenicol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],OCC(C(c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,5959,1,0.3
Chlorphenesin carbamate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl,OC(COC(=O)N)COc1ccc(cc1)Cl,2724,1,0.3
Levodropropizine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,OCC(CN1CCN(CC1)c1ccccc1)O,65859,1,0.3
Cefamandole,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,OC(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)c1ccccc1,456255,1,0.3
Floxuridine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,OCC1OC(CC1O)n1cc(F)c(=O)[nH]c1=O,5790,1,0.3
Tigecycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,O=C(Nc1cc(N(C)C)c2c(c1O)C(=C1C(C2)CC2C(C1=O)(O)C(=C(C(=O)C2N(C)C)C(=O)N)O)O)CNC(C)(C)C,54686904,1,0.3
Pemetrexed,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,OC(=O)CCC(C(=O)O)NC(=O)c1ccc(cc1)CCc1c[nH]c2c1c(=O)[nH]c(n2)N,135410875,1,0.3
L(+)-Ascorbic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C(C(C1C(=C(C(=O)O1)O)O)O)O,OCC(C1OC(=O)C(=C1O)O)O,54670067,1,0.3
Glutathione,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,124886,1,0.3
Hesperetin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O,72281,1,0.3
Ademetionine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,C[S+](CC1OC(C(C1O)O)n1cnc2c1ncnc2N)CCC(C(=O)[O-])N,34755,1,0.3
Masoprocol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,CC(C(Cc1ccc(c(c1)O)O)C)Cc1ccc(c(c1)O)O,71398,1,0.3
Isotretinoin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C,5282379,1,0.3
Dantrolene,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],O=C1CN(C(=O)N1)N=Cc1ccc(o1)c1ccc(cc1)[N+](=O)[O-],6914273,1,0.3
Sulfasalazine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,OC(=O)c1cc(N=Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)ccc1O,5339,1,0.3
Silybin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,OCC1Oc2ccc(cc2OC1c1ccc(c(c1)OC)O)C1Oc2cc(O)cc(c2C(=O)C1O)O,31553,1,0.3
Nicardipine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C,4474,1,0.3
Sildenafil,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,CCCc1nn(c2c1nc([nH]c2=O)c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC1)C)C,135398744,1,0.3
Platycodin D,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4O)C)(CCC7C6(CC(C(C7(CO)CO)OC8C(C(C(C(O8)CO)O)O)O)O)C)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)OC1C(C(CO1)(CO)O)O)O,OCC1(CO)C(OC2OC(CO)C(C(C2O)O)O)C(O)CC2(C1CCC1(C2CC=C2C1(C)CC(O)C1(C2CC(CC1)(C)C)C(=O)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)OC1OCC(C(C1O)OC1OCC(C1O)(O)CO)O)O)O)C)C,162859,1,0.3
Chrysin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,5281607,1,0.3
Neohesperidin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)O)OC)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O,442439,1,0.3
Baicalin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,OC(=O)C1OC(Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)C(C(C1O)O)O,64982,1,0.3
(–)-Epigallocatechin gallate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C1OCC23C1c1ccccc1N3C(=O)c1c(N2)cccc1,O=C1OCC23C1c1ccccc1N3C(=O)c1c(N2)cccc1,,1,0.3
Phaitanthrin D,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C23C(C4=CC=CC=C4N2C(=O)C5=CC=CC=C5N3)C(=O)O1,O=C1OCC23C1c1ccccc1N3C(=O)c1c(N2)cccc1,24970703,1,0.3
Piceatannol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,Oc1cc(C=Cc2ccc(c(c2)O)O)cc(c1)O,667639,1,0.3
Rosmarinic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,O=C(OC(C(=O)O)Cc1ccc(c(c1)O)O)C=Cc1ccc(c(c1)O)O,5281792,1,0.3
Magnolol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,C=CCc1ccc(c(c1)c1cc(CC=C)ccc1O)O,72300,1,0.3
Lymecycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O,NC(C(=O)O)CCCCNCNC(=O)C1=C(O)C2(C(C(C1=O)N(C)C)CC1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O,54707177,1,0.3
Chlorhexidine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,NC(=NCCCCCCN=C(N=C(Nc1ccc(cc1)Cl)N)N)N=C(Nc1ccc(cc1)Cl)N,9552079,1,0.3
Alfuzosin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,COc1cc2nc(nc(c2cc1OC)N)N(CCCNC(=O)C1CCCO1)C,2092,1,0.3
Cilastatin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C,OC(=O)C(CSCCCCC=C(C(=O)O)NC(=O)C1CC1(C)C)N,6435415,1,0.3
Famotidine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,NC(=Nc1scc(n1)CSCCC(=NS(=O)(=O)N)N)N,5702160,1,0.3
Almitrine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C,C=CCNc1nc(nc(n1)NCC=C)N1CCN(CC1)C(c1ccc(cc1)F)c1ccc(cc1)F,33887,1,0.3
Progabide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl,NC(=O)CCCN=C(c1cc(F)ccc1O)c1ccc(cc1)Cl,44115,1,0.3
Nepafenac,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,NC(=O)Cc1cccc(c1N)C(=O)c1ccccc1,151075,1,0.3
Carvedilol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,COc1ccccc1OCCNCC(COc1cccc2c1c1ccccc1[nH]2)O,2585,1,0.3
Amprenavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)O)C,65016,1,0.3
Tigecycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,O=C(Nc1cc(N(C)C)c2c(c1O)C(=C1C(C2)CC2C(C1=O)(O)C(=C(C(=O)C2N(C)C)C(=O)N)O)O)CNC(C)(C)C,54686904,1,0.3
Demeclocycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,CN(C1C(=O)C(=C(C2(C1CC1C(=C(O)c3c(C1O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C,54680690,1,0.3
Montelukast,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,OC(=O)CC1(CSC(c2cccc(c2)C=Cc2ccc3c(n2)cc(cc3)Cl)CCc2ccccc2C(O)(C)C)CC1,5281040,1,0.3
Carminic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,OCC1OC(C(C(C1O)O)O)c1c(O)c2c(c(c1O)O)C(=O)c1c(C2=O)c(C)c(c(c1)O)C(=O)O,10255083,1,0.3
Mimosine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CN(C=C(C1=O)O)CC(C(=O)O)N,OC(=O)C(Cn1ccc(=O)c(c1)O)N,3862,1,0.3
Flavin mononucleotide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=c1[nH]c(=O)c2c(n1)n(CC(C(C(COP(=O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C,O=c1[nH]c(=O)c2c(n1)n(CC(C(C(COP(=O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C,,1,0.3
Lutein,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(CC1(C)C)O)C)C)C=CC=C(C=CC1C(=CC(CC1(C)C)O)C)C,,1,0.3
Cefpiramide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CC(=O)C(=CN1)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,Oc1ccc(cc1)C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)NC(=O)c1c[nH]c(cc1=O)C,5281243,1,0.3
Phenethicillin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,CC(C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C)Oc1ccccc1,636405,1,0.3
Candoxatril,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COCCOCC(CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3,COCCOCC(C(=O)Oc1ccc2c(c1)CCC2)CC1(CCCC1)C(=O)NC1CCC(CC1)C(=O)O,272833,1,0.3
Nicardipine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C,5362417,1,0.3
Estradiol valerate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,CCCCC(=O)OC1CCC2C1(C)CCC1C2CCc2c1ccc(c2)O,4474,1,0.3
Pioglitazone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,13791,1,0.3
Conivaptan,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,Cc1[nH]c2c(-c3ccccc3N(CC2)C(=O)c2ccc(cc2)NC(=O)c2ccccc2c2ccccc2)n1,4829,1,0.3
Telmisartan,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,151171,1,0.3
Doxycycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,CN(C1C(=O)C(=C(C2(C1C(O)C1C(C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C,65999,1,0.3
Oxytetracycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,CN(C1C(=O)C(=C(C2(C1C(O)C1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,54671203,1,0.3
Valganciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)C(C(C)C)N,54675779,1,0.3
Chlorhexidine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,NC(=NCCCCCCN=C(N=C(Nc1ccc(cc1)Cl)N)N)N=C(Nc1ccc(cc1)Cl)N,135413535,1,0.3
Ceftibuten,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,OC(=O)CC=C(C(=O)NC1C(=O)N2C1SCC=C2C(=O)O)c1csc(n1)N,9552079,1,0.3
Fenoterol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,CC(Cc1ccc(cc1)O)NCC(c1cc(O)cc(c1)O)O,5282242,1,0.3
Fludarabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,OCC1OC(C(C1O)O)n1cnc2c1nc(F)nc2N,3343,1,0.3
Itraconazole,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl)C,657237,1,0.3
Cefuroxime,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,CON=C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)COC(=O)N)c1ccco1,3793,1,0.3
Atovaquone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,Clc1ccc(cc1)C1CCC(CC1)C1=C(O)c2c(C(=O)C1=O)cccc2,5479529,1,0.3
Chenodeoxycholic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,OC1CCC2(C(C1)CC(C1C2CCC2(C1CCC2C(CCC(=O)O)C)C)O)C,74989,1,0.3
Cromolyn,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,OC(COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1cccc2c1c(=O)cc(o2)C(=O)O,10133,1,0.3
Pancuronium bromide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-],CC(=O)OC1CC2CCC3C(C2(CC1[N+]1(C)CCCCC1)C)CCC1(C3CC(C1OC(=O)C)[N+]1(C)CCCCC1)C.[Br-].[Br-],2882,1,0.3
Cortisone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,OCC(=O)C1(O)CCC2C1(C)CC(=O)C1C2CCC2=CC(=O)CCC12C,27350,1,0.3
Tibolone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,C#CC1(O)CCC2C1(C)CCC1C2C(C)CC2=C1CCC(=O)C2,222786,1,0.3
Novobiocin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,COC1C(OC(=O)N)C(O)C(OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,444008,1,0.3
Silybin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,OCC1Oc2ccc(cc2OC1c1ccc(c(c1)OC)O)C1Oc2cc(O)cc(c2C(=O)C1O)O,54675769,1,0.3
Idarubicin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,OC1C(N)CC(OC1C)OC1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C,31553,1,0.3
