id,molecule,virus,reference,type,smiles,pubchem_id,similarity_calculated
401,Elvitegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(n1cc(C(=O)O)c(=O)c2c1cc(OC)c(c2)Cc1cccc(c1F)Cl)C(C)C,,1
402,Cobicistat,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)N(Cc1csc(n1)C(C)C)C)CCN1CCOCC1)OCc1cncs1,18283.0,1
403,Plerixafor,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CNCCN(CCCNCCNC1)Cc1ccc(cc1)CN1CCNCCCNCCNCCC1,135398739.0,1
404,Bictegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Fc1cc(F)c(c(c1)F)CNC(=O)c1cn2CC3OC4CCC(N3C(=O)c2c(c1=O)O)C4,24066.0,1
405,Rabacfosadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOC(=O)C(NP(=O)(NC(C(=O)OCC)C)COCCn1cnc2c1nc(N)nc2NC1CC1)C,,1
406,FV 100 Valnivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCCCc1ccc(cc1)c1oc2c(c1)cn(c(=O)n2)C1CC(C(O1)COC(=O)C(C(C)C)N)O,65013.0,1
407,GS 9191,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(COC(=O)C(NP(=O)(NC(C(=O)OCC(C)C)Cc1ccccc1)COCCn1cnc2c1nc(N)nc2NC1CC1)Cc1ccccc1)C,5625.0,1
408,PMEO-DAPy,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Nc1cc(OCCOCP(=O)(O)O)nc(n1)N,3000236.0,1
409,Ritonavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,5277135.0,1
410,Lopinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,25151504.0,1
411,Darunavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,65015.0,1
412,Favipiravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Fc1c[nH]c(=O)c(n1)C(=O)N,90311989.0,1
413,Famciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,16047979.0,1
414,Foscarnet,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)P(=O)(O)O,,1
415,Lamivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Nc1ccn(c(=O)n1)C1CSC(O1)CO,,1
416,Emtricitabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1SC(C(O1)n1cc(F)c(nc1=O)N)[F]c1cn([C@@H]2CS[C@@H](O2)CO)c(nc1=N)O,,1
417,Entecavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1C(O)CC(C1=C)n1cnc2c1nc(N)[nH]c2=O,,1
418,Beclabuvir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COc1ccc2c(c1)C1CC1(Cn1c2c(C2CCCCC2)c2c1cc(cc2)C(=O)NS(=O)(=O)N(C)C)C(=O)N1C2CCC1CN(C2)C,,1
419,dec-RVKR-CMK,MERS,nrd.2015.37,experimental,NCCCCC(C(=O)NC(C(=O)CCl)CCCN=C(N)N)NC(=O)C(C(C)C)NC(=O)C(NC(=O)CCCCCCCCC)CCCN=C(N)N,,1
420,β-D-N4-hydroxycytidine,SARS-COV-2,10.1101/2020.03.19.997890,experimental,OCC1OC(C(C1O)O)n1ccc(nc1=O)NO,,1
421,dichlorobenzyl alcohol,SARS-COV-2,10.1177/095632020501600205,experimental,OCc1cc(Cl)cc(c1)Cl,,1
422,Amylmetacresol,SARS-COV-2,10.1177/095632020501600205,experimental,CCCCCc1ccc(cc1O)C,,1
423,oseltamivir,Mixed,Kaggle,mixed,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028.0,1
424,abacavir,Mixed,Kaggle,mixed,OCC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1,441300.0,1
425,acyclovir,Mixed,Kaggle,mixed,OCCOCn1cnc2c1nc(N)[nH]c2=O,135398513.0,1
426,adefovir,Mixed,Kaggle,mixed,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,60172.0,1
427,alisporivir,Mixed,Kaggle,mixed,CC=CCC(C(C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,11513676.0,1
428,amdoxovir,Mixed,Kaggle,mixed,OCC1OCC(O1)n1cnc2c1nc(N)nc2N,124088.0,1
429,amprenavir,Mixed,Kaggle,mixed,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)O)C,65016.0,1
430,atazanavir,Mixed,Kaggle,mixed,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192.0,1
431,balapiravir,Mixed,Kaggle,mixed,[N-]=[N+]=NC1(COC(=O)C(C)C)OC(C(C1OC(=O)C(C)C)OC(=O)C(C)C)n1ccc(nc1=O)N,11691726.0,1
432,baloxavir,Mixed,Kaggle,mixed,Fc1c(F)ccc2c1CSc1c(C2N2C3COCCN3C(=O)c3n2ccc(=O)c3O)cccc1,124081876.0,1
433,beclabuvir,Mixed,Kaggle,mixed,COc1ccc2c(c1)C1CC1(Cn1c2c(C2CCCCC2)c2c1cc(cc2)C(=O)NS(=O)(=O)N(C)C)C(=O)N1C2CCC1CN(C2)C,49773361.0,1
434,boceprevir,Mixed,Kaggle,mixed,O=C(NC(C)(C)C)NC(C(C)(C)C)C(=O)N1CC2C(C1C(=O)NC(C(=O)C(=O)N)CC1CCC1)C2(C)C,10324367.0,1
435,brincidofovir,Mixed,Kaggle,mixed,CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(Cn1ccc(nc1=O)N)CO)O,483477.0,1
436,carbovir,Mixed,Kaggle,mixed,OCC1C=CC(C1)n1cnc2c1nc(N)[nH]c2=O,135403630.0,1
437,celgosivir,Mixed,Kaggle,mixed,CCCC(=O)OC1CN2CCC(C2C(C1O)O)O,60734.0,1
438,cidofovir,Mixed,Kaggle,mixed,OCC(Cn1ccc(nc1=O)N)OCP(=O)(O)O,60613.0,1
439,combivir,Mixed,Kaggle,mixed,[N-]=[N+]=NC1CC(OC1COP(=O)(OP(=O)(OP(=O)(O)O)O)O)n1cc(C)c(=O)[nH]c1=O,72187.0,1
440,daclatasvir,Mixed,Kaggle,mixed,COC(=O)NC(C(=O)N1CCCC1c1ncc([nH]1)c1ccc(cc1)c1ccc(cc1)c1cnc([nH]1)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)C(C)C,25154714.0,1
441,danoprevir,Mixed,Kaggle,mixed,O=C(OC(C)(C)C)NC1CCCCCC=CC2C(NC(=O)C3N(C1=O)CC(C3)OC(=O)N1Cc3c(C1)cccc3F)(C2)C(=O)NS(=O)(=O)C1CC1,11285588.0,1
442,darunavir,Mixed,Kaggle,mixed,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,213039.0,1
443,dasabuvir,Mixed,Kaggle,mixed,COc1c(cc(cc1C(C)(C)C)n1ccc(=O)[nH]c1=O)c1ccc2c(c1)ccc(c2)NS(=O)(=O)C,56640146.0,1
444,dolutegravir,Mixed,Kaggle,mixed,Fc1ccc(c(c1)F)CNC(=O)c1cn2CC3OCCC(N3C(=O)c2c(c1=O)O)C,54726191.0,1
445,elbasvir,Mixed,Kaggle,mixed,COC(=O)NC(C(=O)N1CCCC1c1ncc([nH]1)c1ccc2c(c1)OC(n1c2cc2c1ccc(c2)c1cnc([nH]1)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)c1ccccc1)C(C)C,71661251.0,1
446,elvitegravir,Mixed,Kaggle,mixed,OCC(n1cc(C(=O)O)c(=O)c2c1cc(OC)c(c2)Cc1cccc(c1F)Cl)C(C)C,5277135.0,1
447,entecavir,Mixed,Kaggle,mixed,OCC1C(O)CC(C1=C)n1cnc2c1nc(N)[nH]c2=O,135398508.0,1
448,famciclovir,Mixed,Kaggle,mixed,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,3324.0,1
449,famvir,Mixed,Kaggle,mixed,CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,3324.0,1
450,favipiravir,Mixed,Kaggle,mixed,Fc1c[nH]c(=O)c(n1)C(=O)N,492405.0,1
451,fosamprenavir,Mixed,Kaggle,mixed,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)OP(=O)(O)O)C,131536.0,1
452,galidesivir,Mixed,Kaggle,mixed,OCC1NC(C(C1O)O)c1c[nH]c2c1ncnc2N,10445549.0,1
453,ganciclovir,Mixed,Kaggle,mixed,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,135398740.0,1
454,glecaprevir,Mixed,Kaggle,mixed,O=C1OC2CCCC2OCC=CC(F)(F)c2c(OC3CN(C(=O)C(N1)C(C)(C)C)C(C3)C(=O)NC1(CC1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)nc1c(n2)cccc1,66828839.0,1
455,grazoprevir,Mixed,Kaggle,mixed,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(NC(=O)OC1CC1CCCCCc1c(O2)nc2cc(OC)ccc2n1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,44603531.0,1
456,laninamivir,Mixed,Kaggle,mixed,OCC(C(C1OC(=CC(C1NC(=O)C)N=C(N)N)C(=O)O)OC)O,502272.0,1
457,ledipasvir,Mixed,Kaggle,mixed,COC(=O)NC(C(=O)N1CC2(CC1c1ncc([nH]1)c1ccc3c(c1)C(F)(F)c1c3ccc(c1)c1ccc3c(c1)[nH]c(n3)C1C3CCC(N1C(=O)C(C(C)C)NC(=O)OC)C3)CC2)C(C)C,67505836.0,1
458,letermovir,Mixed,Kaggle,mixed,COc1cccc(c1)N1CCN(CC1)C1=Nc2c(F)cccc2C(N1c1cc(ccc1OC)C(F)(F)F)CC(=O)O,45138674.0,1
459,lobucavir,Mixed,Kaggle,mixed,OCC1C(CO)CC1n1cnc2c1nc(N)[nH]c2=O,135413519.0,1
460,lopinavir,Mixed,Kaggle,mixed,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,1
461,maribavir,Mixed,Kaggle,mixed,OCC1OC(C(C1O)O)n1c(NC(C)C)nc2c1cc(Cl)c(c2)Cl,471161.0,1
462,nelfinavir,Mixed,Kaggle,mixed,OC(C(NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,64143.0,1
463,ombitasvir,Mixed,Kaggle,mixed,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(cc1)C1CCC(N1c1ccc(cc1)C(C)(C)C)c1ccc(cc1)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)C(C)C,54767916.0,1
464,oseltamivir,Mixed,Kaggle,mixed,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028.0,1
465,paritaprevir,Mixed,Kaggle,mixed,Cc1ncc(nc1)C(=O)NC1CCCCCC=CC2C(NC(=O)C3N(C1=O)CC(C3)Oc1nc3ccccc3c3c1cccc3)(C2)C(=O)NS(=O)(=O)C1CC1,45110509.0,1
466,penciclovir,Mixed,Kaggle,mixed,OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,135398748.0,1
467,pencyclovir,Mixed,Kaggle,mixed,OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,135398748.0,1
468,peramivir,Mixed,Kaggle,mixed,CCC(C(C1C(N=C(N)N)CC(C1O)C(=O)O)NC(=O)C)CC,154234.0,1
469,pibrentasvir,Mixed,Kaggle,mixed,COC(=O)NC(C(=O)N1CCCC1c1[nH]c2c(n1)cc(c(c2)C1CCC(N1c1cc(F)c(c(c1)F)N1CCC(CC1)c1ccc(cc1)F)c1cc2[nH]c(nc2cc1F)C1CCCN1C(=O)C(C(OC)C)NC(=O)OC)F)C(OC)C,58031952.0,1
470,pimodivir,Mixed,Kaggle,mixed,OC(=O)C1C2CCC(C1Nc1nc(ncc1F)c1c[nH]c3c1cc(F)cn3)CC2,67286591.0,1
471,pirodavir,Mixed,Kaggle,mixed,CCOC(=O)c1ccc(cc1)OCCC1CCN(CC1)c1ccc(nn1)C,71345.0,1
472,pocapavir,Mixed,Kaggle,mixed,COc1ccc(c(c1)Cl)OCc1ccc(cc1)COc1c(Cl)cccc1Cl,1455.0,1
473,presatovir,Mixed,Kaggle,mixed,NC1CCN(C1)c1nc2cc(nn2cc1C)C1CCCCN1C(=O)c1cc(Cl)ccc1NS(=O)(=O)C,58029842.0,1
474,raltegravir,Mixed,Kaggle,mixed,Fc1ccc(cc1)CNC(=O)c1nc(n(c(=O)c1O)C)C(NC(=O)c1nnc(o1)C)(C)C,54671008.0,1
475,remdesivir,Mixed,Kaggle,mixed,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016.0,1
476,ritonavir,Mixed,Kaggle,mixed,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,1
477,rupintrivir,Mixed,Kaggle,mixed,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(Cc1ccc(cc1)F)CC(=O)C(C(C)C)NC(=O)c1noc(c1)C,6440352.0,1
478,saquinavir,Mixed,Kaggle,mixed,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243.0,1
479,simeprevir,Mixed,Kaggle,mixed,COc1ccc2c(c1C)nc(cc2OC1CC2C(C1)C(=O)N(C)CCCCC=CC1C(NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)c1scc(n1)C(C)C,24873435.0,1
480,sofosbuvir,Mixed,Kaggle,mixed,CC(OC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)(C)F)n1ccc(=O)[nH]c1=O)C)C,45375808.0,1
481,telaprevir,Mixed,Kaggle,mixed,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C1C2CCCC2CN1C(=O)C(C(C)(C)C)NC(=O)C(C1CCCCC1)NC(=O)c1nccnc1,3010818.0,1
482,tenofovir,Mixed,Kaggle,mixed,CC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,464205.0,1
483,tipranavir,Mixed,Kaggle,mixed,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,54682461.0,1
484,umifenovir,Mixed,Kaggle,mixed,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,131411.0,1
485,valacyclovir,Mixed,Kaggle,mixed,CC(C(C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O)N)C,135398742.0,1
486,valganciclovir,Mixed,Kaggle,mixed,OCC(OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)C(C(C)C)N,135413535.0,1
487,vapendavir,Mixed,Kaggle,mixed,CCOc1noc2c1ccc(c2)OCCC1CCN(CC1)c1ccc(nn1)C,504457.0,1
488,velpatasvir,Mixed,Kaggle,mixed,COCC1CC(N(C1)C(=O)C(c1ccccc1)NC(=O)OC)c1ncc([nH]1)c1ccc2c(c1)COc1c2cc2ccc3c(c2c1)nc([nH]3)C1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C,67683363.0,1
489,voxilaprevir,Mixed,Kaggle,mixed,CCC1C2CN(C1C(=O)NC1(CC1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)C(NC(=O)OC1CC1CCCCC(c1c(O2)nc2cc(OC)ccc2n1)(F)F)C(C)(C)C,89921642.0,1
490,zanamivir,Mixed,Kaggle,mixed,OCC(C(C1OC(=CC(C1NC(=O)C)N=C(N)N)C(=O)O)O)O,60855.0,1
491,zintevir,Mixed,Kaggle,mixed,OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=S)(OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)S)n1cnc2c1nc(N)[nH]c2=O,16130283.0,1
492,ziresovir,Mixed,Kaggle,mixed,Cc1ccc2c(c1)c(NCC1(N)COC1)nc(n2)N1CCS(=O)(=O)c2c(C1)cccc2,71262247.0,1
493,prulifloxacin,SARS-COV-2,10.1101/2020.01.28.922922,experimental,O=c1oc(c(o1)CN1CCN(CC1)c1cc2c(cc1F)c(=O)c(c1n2C(C)S1)C(=O)O)C,65947.0,1
494,tegobuvir,SARS-COV-2,10.1101/2020.01.28.922922,experimental,Fc1ccccc1c1nc2c(n1)cn(cc2)Cc1ccc(nn1)c1ccc(cc1C(F)(F)F)C(F)(F)F,23649154.0,1
495,bictegravir,SARS-COV-2,10.1101/2020.01.28.922922,experimental,Fc1cc(F)c(c(c1)F)CNC(=O)c1cn2CC3OC4CCC(N3C(=O)c2c(c1=O)O)C4,90311989.0,1
496,nelfinavir,SARS-COV-2,10.1101/2020.01.28.922922,experimental,OC(C(NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,64143.0,1
497,Lopinavir,SARS-COV-2,,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
498,ritonavir,SARS-COV-2,,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
499,favipiravir,SARS-COV-2,,experimental,Fc1c[nH]c(=O)c(n1)C(=O)N,492405.0,0
500,ribavirin,SARS-COV-2,,experimental,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542.0,0
501,monophosphoramidate,SARS-COV-2,,experimental,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(N)[O-].[Na+],,0
502,remdesivir,SARS-COV-2,,experimental,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016.0,0
503,ASC09 (TMC-310911),SARS-COV-2,,experimental,CC(CN(S(=O)(=O)c1ccc2c(c1)sc(n2)NC1CCN(CC1)C1CCCC1)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,,0
504,arbidol,SARS-COV-2,,experimental,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,131411.0,0
505,Chlorpromazine hydrochloride,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C.Cl,6240.0,0
506,ribavirin,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542.0,0
507,mycophenolic acid,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,COc1c(CC=C(CCC(=O)O)C)c(O)c2c(c1C)COC2=O,446541.0,0
508,Disulfiram,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,CCN(C(=S)SSC(=S)N(CC)CC)CC,3117.0,0
509,Nitazoxonide,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],,0
510,Niclosamide,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,Clc1ccc(c(c1)C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])O,4477.0,0
511,ciclesonide,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,O=C(C(C)C)OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2C1CCC1=CC(=O)C=CC21C)C1CCCCC1,6918155.0,0
512,quercetin,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,5280343.0,0
513,tetra-O-galloyl-D-glucose (TGG),SARS-COV-2,10.1128/JVI.78.20.11334–11339.2004,experimental,OC1C(OC(C(C1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)COC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O,,0
514,luteolin,SARS-COV-2,10.1128/JVI.78.20.11334–11339.2004,experimental,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,5280445.0,0
515,Scutellarein,SARS,10.7150/ijbs.45538,experimental,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(c(c2O)O)O,5281697.0,0
516,Glycyrrhizin,SARS,10.7150/ijbs.45538,experimental,OC1C(OC2OC(C(=O)O)C(C(C2O)O)O)C(OC(C1O)C(=O)O)OC1CCC2(C(C1(C)C)CCC1(C2C(=O)C=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C,14982.0,0
517,Herbacetin,MERS,10.7150/ijbs.45538,experimental,Oc1ccc(cc1)c1oc2c(O)c(O)cc(c2c(=O)c1O)O,5280544.0,0
518,helichrysetin,MERS,10.7150/ijbs.45538,experimental,COc1cc(O)cc(c1C(=O)C=Cc1ccc(cc1)O)O,6253344.0,0
519,Tetrandrine,SARS,10.7150/ijbs.45538,experimental,COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(C4Cc1ccc(Oc4cc(CC3N(CC2)C)ccc4OC)cc1)C,73078.0,0
520,fangchinoline,SARS,10.7150/ijbs.45538,experimental,COc1cc2CCN(C3c2c(c1O)Oc1cc2c(cc1OC)CCN(C2Cc1ccc(Oc2cc(C3)ccc2OC)cc1)C)C,73481.0,0
521,cepharanthine,SARS,10.7150/ijbs.45538,experimental,COc1cc2CCN(C3c2cc1Oc1c2c(CCN(C2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,10206.0,0
522,pectolinarin,SARS,10.7150/ijbs.45538,experimental,COc1c(OC2OC(COC3OC(C)C(C(C3O)O)O)C(C(C2O)O)O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)OC,168849.0,0
523,epigallocatechin gallate,SARS,10.7150/ijbs.45538,experimental,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,65064.0,0
524,gallocatechin gallate,SARS,10.7150/ijbs.45538,experimental,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,199472.0,0
525,Emodin,SARS,10.7150/ijbs.45538,experimental,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O,3220.0,0
526,Baicalin,SARS,10.7150/ijbs.45538,experimental,OC(=O)C1OC(Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)C(C(C1O)O)O,64982.0,0
527,Imatinib mesylate,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CS(=O)(=O)O.CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,123596.0,0
528,gemcitabine hydrochloride,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,OCC1OC(C(C1O)(F)F)n1ccc(nc1=O)N.Cl,60749.0,0
529,toremifene citrate,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,OC(=O)C(CC(=O)O)(CC(=O)O)O.ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,3005572.0,0
530,Triflupromazine hydrochloride,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,66069.0,0
531,Dasatinib,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,3062316.0,0
532,Dimethyl sulfoxide,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CS(=O)C,679.0,0
533,Toremifene citrate,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,OC(=O)C(CC(=O)O)(CC(=O)O)O.ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,3005572.0,0
534,chloroquine,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719.0,0
